Deployment_Type,Version_Control_Method,Model_Size_MB,Compression_Method,Performance_Score,Latency_ms
Edge,Git,71,Pruning,0.193358728,92
Edge,Mercurial,60,Pruning,0.410325081,81
Cloud,SVN,3,Quantization,0.332482035,39
Cloud,SVN,79,Distillation,0.364006463,89
Cloud,Git,29,None,0.936096112,41
Edge,Mercurial,22,Quantization,0.889969784,16
Cloud,SVN,35,Pruning,0.658684777,98
Edge,SVN,70,Quantization,0.159669278,84
Edge,Mercurial,68,Pruning,0.590959479,65
Edge,Git,51,Distillation,0.879998615,8
Cloud,SVN,1,Pruning,0.846766128,27
Cloud,Mercurial,50,None,0.600755146,34
Cloud,Mercurial,47,Pruning,0.028494168,65
Cloud,SVN,28,None,0.454363588,74
Cloud,SVN,14,Pruning,0.229364133,65
Edge,Git,85,Distillation,0.986925195,74
Edge,Mercurial,87,Distillation,0.322521629,79
Edge,Mercurial,52,Distillation,0.453388675,18
Cloud,Git,5,Distillation,0.896368923,3
Edge,SVN,24,Quantization,0.941977592,30
Cloud,Git,35,Distillation,0.192701705,19
Edge,SVN,15,Pruning,0.077679636,7
Cloud,Mercurial,22,None,0.626740998,71
Cloud,Mercurial,34,Quantization,0.372881339,24
Cloud,Mercurial,99,Quantization,0.834748732,16
Edge,SVN,48,Pruning,0.704398756,16
Edge,SVN,49,Pruning,0.227399757,69
Cloud,Git,59,Distillation,0.141604949,55
Edge,Git,27,Quantization,0.353171915,13
Edge,SVN,26,Distillation,0.699556164,42
Edge,Mercurial,15,Quantization,0.677944165,13
Edge,Git,71,Quantization,0.541800934,47
Edge,Mercurial,64,Distillation,0.486496194,28
Cloud,SVN,72,Quantization,0.703692625,88
Cloud,SVN,87,None,0.404719556,94
Cloud,Mercurial,20,None,0.396958226,71
Edge,Mercurial,54,None,0.597934394,29
Cloud,Git,80,Quantization,0.404891822,97
Cloud,Git,62,Quantization,0.506974421,92
Cloud,SVN,76,None,0.337639203,72
Edge,Git,59,Pruning,0.318687905,44
Cloud,Mercurial,13,Pruning,0.384630685,10
Edge,Git,54,None,0.822611282,48
Cloud,Mercurial,34,None,0.021074664,14
Cloud,Mercurial,67,Pruning,0.398448768,47
Edge,Git,74,Pruning,0.133011863,71
Edge,Git,55,Quantization,0.460252997,65
Edge,Mercurial,72,None,0.946159894,8
Cloud,Git,58,Pruning,0.370499817,34
Edge,Git,62,Quantization,0.82496295,53
Cloud,Git,31,Distillation,0.407034514,12
Edge,SVN,55,Pruning,0.354726049,91
Cloud,SVN,56,Pruning,0.144863465,91
Cloud,SVN,96,Pruning,0.245986349,77
Cloud,SVN,3,None,0.90397747,48
Edge,Mercurial,98,Pruning,0.059789473,12
Cloud,Mercurial,40,Pruning,0.761514988,84
Cloud,SVN,20,Distillation,0.836052612,53
Cloud,Git,35,Distillation,0.753588405,60
Cloud,SVN,52,Distillation,0.400925617,54
Cloud,Mercurial,3,Distillation,0.585100275,44
Edge,Git,72,Distillation,0.751022705,67
Cloud,SVN,49,Distillation,0.014637119,40
Edge,Mercurial,25,Distillation,0.896323035,13
Edge,SVN,60,Pruning,0.631606297,5
Cloud,Mercurial,9,Distillation,0.708240983,2
Cloud,SVN,40,Distillation,0.461534682,9
Edge,Mercurial,64,Pruning,0.587005578,91
Cloud,SVN,39,None,0.311916124,62
Edge,SVN,16,None,0.53118924,58
Cloud,Git,98,None,0.830498414,7
Edge,Mercurial,16,Pruning,0.125937073,52
Cloud,Mercurial,95,Pruning,0.857072244,90
Cloud,Git,68,Quantization,0.459610892,13
Cloud,Git,35,Pruning,0.521312934,13
Cloud,Mercurial,60,None,0.204265762,75
Edge,Git,2,Quantization,0.223666962,94
Cloud,Mercurial,65,Distillation,0.711309972,33
Cloud,Mercurial,38,Quantization,0.310596992,57
Edge,SVN,96,None,0.153535652,95
Edge,Mercurial,14,None,0.137698053,26
Edge,SVN,97,Pruning,0.18947213,88
Edge,Git,57,Pruning,0.99202985,35
Cloud,SVN,47,None,0.907553685,9
Edge,Mercurial,74,Pruning,0.375267257,48
Edge,Mercurial,91,Pruning,0.619628385,77
Edge,SVN,47,Pruning,0.017275919,36
Edge,Mercurial,25,Quantization,0.562696751,68
Cloud,Git,8,Quantization,0.823055027,19
Cloud,SVN,91,None,0.888898439,9
Cloud,SVN,94,Distillation,0.001409056,6
Cloud,Mercurial,64,Pruning,0.731230066,46
Cloud,Mercurial,40,Quantization,0.92550504,84
Edge,Mercurial,60,Distillation,0.63422372,26
Edge,Git,5,Quantization,0.611828114,93
Edge,Git,54,Pruning,0.127059707,55
Edge,Mercurial,75,Distillation,0.674458453,43
Edge,Mercurial,59,Pruning,0.588979587,31
Cloud,SVN,99,Pruning,0.863548566,24
Edge,Git,53,Quantization,0.853216503,15
Cloud,Git,80,Distillation,0.654968316,98
Edge,SVN,36,Pruning,0.159304793,44
Cloud,Git,49,Distillation,0.702821325,93
Cloud,SVN,96,None,0.385829401,61
Cloud,Mercurial,16,Quantization,0.252269711,31
Cloud,Mercurial,50,None,0.307874448,59
Edge,Git,89,None,0.811018215,22
Cloud,SVN,59,Pruning,0.938350935,22
Edge,Mercurial,58,Quantization,0.772308323,91
Cloud,Mercurial,42,Pruning,0.899254459,3
Edge,Mercurial,84,Distillation,0.632840298,28
Edge,Git,65,Distillation,0.966516858,12
Edge,Git,94,Quantization,0.821061537,33
Edge,SVN,30,None,0.530128648,23
Edge,Git,32,Quantization,0.170503039,78
Cloud,Git,23,Quantization,0.926810029,57
Edge,SVN,43,None,0.765529005,90
Cloud,Mercurial,77,None,0.419070626,68
Edge,Mercurial,90,None,0.739364191,69
Cloud,SVN,12,Quantization,0.362710183,66
Edge,SVN,70,Distillation,0.598652987,81
Cloud,Git,95,Distillation,0.804923082,96
Edge,Git,73,Pruning,0.330012077,69
Edge,Git,57,None,0.266299136,68
Edge,SVN,48,Quantization,0.202744405,2
Edge,Mercurial,38,Pruning,0.589687543,67
Cloud,Mercurial,95,Quantization,0.647079995,39
Edge,Mercurial,2,Pruning,0.634277685,58
Edge,Mercurial,59,None,0.687133811,90
Cloud,Git,52,Quantization,0.742800775,87
Edge,Git,25,Pruning,0.971720234,7
Edge,Git,21,Pruning,0.305015434,73
Cloud,Git,10,Distillation,0.618177266,51
Edge,Git,25,None,0.236740753,73
Edge,Git,45,Quantization,0.155511863,92
Cloud,Mercurial,32,Pruning,0.867424399,24
Cloud,SVN,43,Pruning,0.479106977,70
Cloud,SVN,85,Pruning,0.488931467,98
Cloud,Mercurial,58,None,0.996360579,10
Edge,Mercurial,67,Distillation,0.478118972,63
Cloud,Git,69,Pruning,0.180281706,47
Edge,SVN,74,None,0.585672839,89
Edge,SVN,60,None,0.533779266,83
Edge,Git,70,Quantization,0.385359599,56
Cloud,Mercurial,47,Distillation,0.793677828,83
Cloud,Git,37,Pruning,0.912852679,83
Cloud,SVN,57,Pruning,0.911430347,77
Cloud,Git,34,None,0.056774649,98
Edge,Mercurial,27,None,0.085686798,71
Edge,Mercurial,57,None,0.984743971,46
Edge,SVN,80,Distillation,0.00549105,29
Edge,Mercurial,43,Quantization,0.975387266,1
Cloud,Git,75,Pruning,0.306554123,92
Cloud,SVN,84,Pruning,0.777136487,54
Edge,Git,75,None,0.173610271,31
Cloud,Git,13,None,0.511785271,97
Edge,Git,29,Distillation,0.210566419,79
Edge,Git,21,None,0.536052777,12
Cloud,Git,83,Quantization,0.484746125,78
Edge,SVN,55,None,0.700601437,1
Cloud,SVN,7,Pruning,0.716996845,4
Edge,SVN,64,Distillation,0.497980121,83
Edge,SVN,55,Pruning,0.591543395,34
Cloud,Mercurial,94,None,0.336133525,86
Edge,Mercurial,2,Pruning,0.539414993,79
Cloud,SVN,62,Distillation,0.196160556,63
Edge,Mercurial,70,Pruning,0.459071771,19
Edge,Mercurial,62,Quantization,0.743781111,19
Cloud,SVN,75,Pruning,0.657344247,58
Cloud,Git,94,Distillation,0.611589874,43
Edge,SVN,44,None,0.776332021,6
Edge,Mercurial,43,Distillation,0.50165591,74
Cloud,Git,5,Pruning,0.879802944,38
Edge,Mercurial,67,Pruning,0.698864445,25
Cloud,Git,31,Distillation,0.301326218,42
Cloud,Mercurial,80,None,0.02252011,40
Cloud,SVN,55,Distillation,0.443451879,29
Cloud,Mercurial,12,None,0.125542205,22
Cloud,Mercurial,86,None,0.397282816,83
Edge,SVN,30,Quantization,0.838935208,21
Edge,Mercurial,98,Quantization,0.213393182,52
Cloud,Git,47,Quantization,0.86140674,81
Edge,Mercurial,90,Distillation,0.481053552,80
Edge,Mercurial,59,Distillation,0.627711335,78
Cloud,Mercurial,22,Quantization,0.580441087,28
Cloud,Git,93,Quantization,0.391807815,78
Cloud,Git,6,None,0.974300748,58
Edge,Mercurial,97,Distillation,0.939597215,25
Cloud,SVN,60,Distillation,0.22508789,85
Edge,SVN,55,Distillation,0.587117254,73
Cloud,Git,92,Pruning,0.41621421,70
Cloud,SVN,2,None,0.312798173,13
Cloud,Mercurial,11,Pruning,0.385022997,76
Cloud,Git,95,Pruning,0.957349585,20
Edge,SVN,31,Pruning,0.603035498,93
Cloud,SVN,58,Distillation,0.871970965,67
Edge,Git,30,Quantization,0.654697403,15
Cloud,Git,24,Distillation,0.176943049,50
Edge,Mercurial,73,None,0.930952996,78
Edge,Mercurial,81,Quantization,0.616623678,5
Cloud,Mercurial,31,None,0.335742957,86
Cloud,Git,44,None,0.850897996,18
Edge,Mercurial,59,None,0.928712618,75
Cloud,Git,46,Pruning,0.089314155,50
Edge,Mercurial,37,Distillation,0.614011421,18
Cloud,Git,48,None,0.511814573,6
Edge,Mercurial,41,None,0.323063176,96
Cloud,SVN,51,Pruning,0.90394971,52
Edge,SVN,85,Distillation,0.710617996,50
Cloud,SVN,9,None,0.649640594,68
Edge,Mercurial,30,Quantization,0.747083223,39
Cloud,Mercurial,34,None,0.397076772,29
Edge,SVN,34,Distillation,0.093904573,57
Cloud,SVN,35,Distillation,0.241858548,78
Edge,SVN,4,Distillation,0.124908854,35
Cloud,Git,69,Pruning,0.975063401,81
Edge,Mercurial,93,Quantization,0.280301264,74
Edge,SVN,69,None,0.779858019,48
Edge,SVN,91,Quantization,0.927336306,47
Cloud,Mercurial,6,Pruning,0.179018897,98
Cloud,SVN,27,Pruning,0.778582807,45
Edge,SVN,20,Pruning,0.752816284,28
Cloud,Git,3,None,0.901675193,31
Cloud,Mercurial,24,Pruning,0.417647301,70
Cloud,Git,85,Quantization,0.542873612,97
Edge,SVN,89,Quantization,0.081334702,81
Edge,Git,29,Quantization,0.170820794,93
Cloud,Mercurial,12,None,0.948759842,17
Cloud,SVN,59,Distillation,0.872502015,11
Edge,SVN,77,Pruning,0.874521823,87
Cloud,Mercurial,1,Pruning,0.623970817,53
Edge,SVN,67,Distillation,0.68290029,41
Cloud,Git,43,Distillation,0.146572314,19
Edge,Git,51,None,0.665825254,81
Edge,Git,34,Pruning,0.490668389,97
Cloud,Git,18,Distillation,0.271913553,6
Edge,Git,31,Distillation,0.652646273,25
Edge,SVN,79,None,0.114147227,81
Cloud,Mercurial,15,Quantization,0.072331215,30
Edge,Mercurial,17,Distillation,0.569199889,31
Cloud,SVN,80,None,0.99723266,2
Edge,SVN,53,None,0.821531011,28
Edge,SVN,24,Pruning,0.931650243,6
Cloud,SVN,77,Pruning,0.232170632,89
Cloud,Git,23,None,0.90042568,19
Cloud,Mercurial,78,Pruning,0.250018008,7
Cloud,Mercurial,58,Quantization,0.167199476,44
Cloud,Mercurial,37,None,0.709013278,6
Edge,Mercurial,30,Pruning,0.433479901,74
Cloud,Git,22,None,0.591212079,55
Edge,Mercurial,51,Distillation,0.330232519,82
Cloud,SVN,39,Distillation,0.534474677,50
Edge,SVN,30,Quantization,0.737939299,69
Cloud,Git,49,Pruning,0.131560276,84
Cloud,Git,29,Distillation,0.531462698,68
Cloud,SVN,31,Quantization,0.428059283,80
Cloud,Git,49,Pruning,0.751661053,7
Edge,Mercurial,35,None,0.185513787,65
Cloud,Git,40,Pruning,0.395415229,79
Cloud,SVN,5,Quantization,0.75242119,71
Edge,SVN,28,Quantization,0.544590562,7
Cloud,Git,21,Pruning,0.369583683,50
Edge,SVN,89,None,0.746553194,51
Cloud,SVN,23,None,0.028683541,12
Edge,Git,76,Distillation,0.577302462,31
Cloud,Mercurial,72,Distillation,0.549516979,1
Cloud,SVN,62,Distillation,0.203783493,92
Cloud,SVN,46,Pruning,0.577965441,17
Edge,Mercurial,5,None,0.375262155,23
Edge,Git,9,None,0.476121234,52
Cloud,Mercurial,23,Pruning,0.616176015,84
Edge,Git,91,Quantization,0.932932178,11
Edge,Git,88,None,0.022527625,62
Cloud,Mercurial,45,None,0.315952397,92
Cloud,Git,11,Distillation,0.003163976,98
Edge,Mercurial,49,Quantization,0.872658517,7
Cloud,SVN,24,None,0.717455991,2
Cloud,SVN,19,Distillation,0.271870872,60
Cloud,Mercurial,54,Distillation,0.245056658,18
Edge,SVN,5,Quantization,0.257722429,20
Edge,SVN,36,None,0.066277032,59
Edge,Mercurial,44,Distillation,0.460517574,50
Cloud,Mercurial,55,Pruning,0.940196832,55
Cloud,Mercurial,54,Distillation,0.55852099,24
Edge,SVN,5,None,0.143053672,23
Edge,Mercurial,38,Quantization,0.902061877,23
Cloud,Git,73,Pruning,0.142437346,17
Edge,Mercurial,61,Distillation,0.49196903,44
Cloud,Git,33,Quantization,0.937085991,26
Cloud,Git,48,Pruning,0.416754523,17
Cloud,Mercurial,33,None,0.580979905,74
Edge,SVN,9,Pruning,0.231256146,10
Cloud,SVN,68,Quantization,0.164451293,32
Cloud,Mercurial,12,Quantization,0.73412287,68
Edge,SVN,83,Quantization,0.047301175,15
Edge,Mercurial,75,Pruning,0.825643752,38
Cloud,Git,50,Distillation,0.626103241,66
Edge,SVN,32,None,0.173804854,58
Edge,SVN,42,Pruning,0.578596018,4
Cloud,Git,65,Distillation,0.04840144,92
Cloud,Git,97,Pruning,0.304241726,62
Edge,SVN,79,Pruning,0.839910726,77
Cloud,Mercurial,63,Pruning,0.635642161,28
Edge,SVN,85,Distillation,0.089867647,29
Edge,SVN,41,None,0.169247437,38
Cloud,Git,81,Pruning,0.017781786,9
Cloud,SVN,31,Pruning,0.187787386,49
Cloud,Git,58,None,0.279532388,53
Edge,SVN,26,Distillation,0.534201184,29
Edge,Mercurial,43,Quantization,0.331860064,65
Cloud,Git,17,Quantization,0.15044808,93
Edge,SVN,39,Pruning,0.986155994,38
Edge,Git,38,Pruning,0.941455904,62
Cloud,Git,22,Pruning,0.453124065,52
Cloud,SVN,24,None,0.694924375,13
Cloud,SVN,33,Pruning,0.665486979,72
Edge,SVN,80,None,0.516960038,77
Edge,Git,16,Pruning,0.49617412,85
Edge,SVN,36,Quantization,0.320980433,24
Edge,Git,5,None,0.046471626,16
Edge,Git,90,Pruning,0.688502106,59
Cloud,Mercurial,71,Pruning,0.41165612,78
Edge,SVN,12,Quantization,0.447531822,52
Edge,Git,54,None,0.628439959,84
Cloud,SVN,71,Distillation,0.938540545,20
Cloud,Git,27,None,0.51923482,55
Edge,Mercurial,28,None,0.088732798,90
Edge,SVN,17,Pruning,0.22440236,74
Cloud,Git,47,Distillation,0.200792769,25
Edge,Git,54,Pruning,0.519437468,85
Edge,Git,53,None,0.628018942,74
Edge,Git,10,None,0.156214075,86
Cloud,Git,69,Quantization,0.570319697,51
Cloud,Git,54,None,0.610367491,12
Edge,Git,63,None,0.540513233,44
Cloud,Git,88,Quantization,0.660558493,69
Cloud,Mercurial,28,Quantization,0.121001099,64
Edge,Mercurial,50,Quantization,0.863325158,72
Edge,SVN,6,None,0.236923425,15
Cloud,Mercurial,95,None,0.431355772,63
Cloud,SVN,5,Quantization,0.810257214,43
Edge,SVN,64,None,0.840429173,11
Cloud,Git,24,None,0.556119546,92
Cloud,Mercurial,51,Distillation,0.451346913,18
Cloud,SVN,65,None,0.263585293,81
Edge,Git,73,Distillation,0.967348365,72
Cloud,SVN,26,None,0.176297413,16
Edge,SVN,2,Distillation,0.580638153,9
Edge,SVN,32,Quantization,0.88013596,31
Cloud,SVN,6,Quantization,0.355107556,56
Cloud,Git,94,Distillation,0.002126283,37
Cloud,Mercurial,7,Pruning,0.206747683,72
Edge,Git,54,Pruning,0.106574961,32
Cloud,Git,76,None,0.402947257,90
Cloud,Git,88,None,0.98608015,41
Cloud,Git,57,Quantization,0.249151846,87
Cloud,Mercurial,97,None,0.461204826,67
Cloud,Git,98,Distillation,0.446487022,39
Cloud,SVN,34,Pruning,0.572042314,99
Edge,SVN,55,Distillation,0.494744479,3
Cloud,Mercurial,62,Pruning,0.699434794,8
Cloud,Mercurial,70,Distillation,0.086004183,98
Cloud,SVN,69,Quantization,0.460263106,86
Edge,Git,90,Quantization,0.429588684,77
Cloud,Git,4,Quantization,0.438587857,39
Cloud,SVN,13,None,0.768233525,22
Cloud,Git,12,None,0.040881077,95
Edge,Mercurial,54,Distillation,0.088065097,93
Cloud,Git,44,Quantization,0.713413266,48
Edge,Git,7,Quantization,0.217028507,68
Edge,Mercurial,72,Distillation,0.624300142,52
Cloud,SVN,99,Pruning,0.759927281,50
Cloud,Git,74,Pruning,0.841824502,97
Edge,Mercurial,94,None,0.02713622,62
Cloud,SVN,81,Quantization,0.661160949,18
Cloud,Git,73,Pruning,0.46488227,95
Cloud,Mercurial,90,None,0.184922222,8
Edge,Mercurial,37,Pruning,0.633556966,63
Edge,Mercurial,41,Pruning,0.018822237,47
Cloud,Git,17,Pruning,0.245675217,3
Cloud,Git,9,Pruning,0.780273656,54
Edge,SVN,7,None,0.446517406,25
Edge,SVN,20,Pruning,0.868173319,22
Edge,Mercurial,93,Quantization,0.356570702,65
Edge,SVN,26,Distillation,0.219757923,80
Edge,SVN,2,None,0.326384446,79
Cloud,SVN,25,Distillation,0.907414131,30
Edge,Git,48,Pruning,0.029348367,33
Cloud,Mercurial,94,None,0.040233147,68
Edge,Mercurial,29,Distillation,0.368744754,73
Cloud,SVN,1,Distillation,0.9174799,73
Edge,SVN,43,Quantization,0.082046044,44
Edge,Mercurial,43,Pruning,0.305650532,18
Cloud,SVN,32,Pruning,0.882731651,72
Edge,Git,32,Distillation,0.18627247,1
Edge,SVN,40,None,0.763130378,28
Edge,SVN,90,Pruning,0.375901195,48
Cloud,Git,36,Pruning,0.619533301,39
Edge,SVN,89,Distillation,0.463291516,4
Edge,SVN,4,Distillation,0.080626986,61
Cloud,Git,63,None,0.517722314,7
Edge,Git,53,Distillation,0.860534719,15
Edge,Git,46,Distillation,0.213472427,93
Cloud,Git,96,None,0.725939047,27
Edge,Mercurial,29,Pruning,0.950636283,53
Cloud,Git,72,Pruning,0.510727268,45
Edge,Mercurial,90,None,0.735138139,56
Cloud,SVN,53,Pruning,0.109471669,92
Cloud,Git,98,Quantization,0.567056656,94
Cloud,Mercurial,52,Distillation,0.302864229,70
Edge,Mercurial,87,Distillation,0.620469374,95
Cloud,SVN,69,Distillation,0.654587124,17
Edge,SVN,47,None,0.614939832,79
Cloud,SVN,59,None,0.134487798,87
Edge,Mercurial,97,None,0.922648165,79
Cloud,Git,35,Distillation,0.166934858,80
Edge,Git,53,None,0.080364184,94
Cloud,SVN,71,None,0.968778481,63
Cloud,SVN,54,None,0.168585993,83
Edge,Mercurial,63,Pruning,0.610047824,37
Edge,Mercurial,82,Pruning,0.99647752,98
Edge,Mercurial,37,None,0.291449056,25
Edge,Git,56,Distillation,0.712261018,35
Cloud,Mercurial,4,Pruning,0.150206696,59
Edge,Mercurial,11,Distillation,0.369054651,8
Edge,Git,42,Distillation,0.303170316,46
Cloud,SVN,96,Distillation,0.769324444,14
Cloud,SVN,32,Quantization,0.933735337,91
Edge,Mercurial,10,Distillation,0.998449841,14
Cloud,Git,98,Quantization,0.396797997,7
Edge,Git,56,Quantization,0.694471238,39
Edge,SVN,93,Pruning,0.412486648,39
Edge,Mercurial,53,Distillation,0.073129324,3
Cloud,Git,81,None,0.757132781,56
Cloud,Git,53,None,0.092617846,60
Edge,SVN,88,Distillation,0.146410979,35
Edge,SVN,46,Distillation,0.600145217,79
Edge,Mercurial,62,Pruning,0.648793177,60
Edge,Mercurial,86,None,0.51616167,75
Edge,Mercurial,51,Pruning,0.65323826,43
Edge,Git,99,Distillation,0.00072024,18
Edge,Mercurial,8,Quantization,0.428794761,86
Cloud,SVN,35,Distillation,0.219417101,50
Edge,SVN,86,Pruning,0.704196322,73
Cloud,Git,38,Pruning,0.502682748,66
Cloud,Git,9,None,0.303362221,28
Cloud,Git,76,Pruning,0.375634283,90
Cloud,SVN,5,Pruning,0.795211342,12
Edge,Git,15,Distillation,0.455417561,80
Cloud,Git,15,Quantization,0.229342256,8
Cloud,Git,38,None,0.452603806,94
Edge,Mercurial,65,Pruning,0.053475265,72
Cloud,SVN,76,Pruning,0.169273825,90
Cloud,Mercurial,76,Distillation,0.817524497,14
Edge,Git,30,Distillation,0.017432363,61
Edge,Mercurial,83,Quantization,0.235909113,86
Cloud,SVN,6,Quantization,0.390990267,31
Cloud,SVN,71,Quantization,0.879474685,85
Cloud,Mercurial,39,Distillation,0.267040635,20
Edge,SVN,85,Pruning,0.719286236,43
Cloud,Git,28,None,0.702712966,21
Cloud,Git,72,Pruning,0.417503288,53
Edge,Mercurial,48,None,0.49507868,6
Cloud,Git,38,Quantization,0.959851786,55
Cloud,SVN,75,Distillation,0.417452801,25
Edge,SVN,65,None,0.032178403,4
Edge,Git,18,None,0.889505074,1
Cloud,Git,56,Pruning,0.541927905,6
Cloud,Mercurial,73,Distillation,0.408354786,86
Edge,Mercurial,80,Pruning,0.47210524,8
Edge,Mercurial,4,Quantization,0.913124886,96
Edge,SVN,8,Pruning,0.481121413,78
Edge,Git,13,None,0.269061832,26
Edge,Git,68,Quantization,0.101527161,99
Cloud,SVN,24,Quantization,0.410628738,2
Edge,Mercurial,92,Pruning,0.838263178,67
Edge,SVN,99,Quantization,0.396504618,60
Cloud,Mercurial,67,None,0.839111435,58
Edge,Mercurial,21,Distillation,0.842977884,28
Cloud,Git,74,Quantization,0.835778658,71
Cloud,Mercurial,95,Pruning,0.418682294,18
Cloud,Mercurial,27,Pruning,0.488812276,48
Cloud,Git,15,Distillation,0.871526747,85
Edge,Mercurial,63,Pruning,0.966393292,12
Edge,SVN,29,None,0.754879449,84
Cloud,SVN,53,Quantization,0.286162119,65
Edge,SVN,94,None,0.025875818,11
Cloud,Mercurial,54,Distillation,0.064716355,77
Cloud,Mercurial,35,Quantization,0.612084216,41
Cloud,Git,10,Pruning,0.276221129,35
Edge,Mercurial,29,Distillation,0.368534238,35
Edge,SVN,61,None,0.959753495,83
Edge,Git,36,Distillation,0.270898029,22
Cloud,SVN,88,Distillation,0.431902366,87
Edge,Mercurial,43,Distillation,0.810214566,40
Cloud,SVN,41,None,0.775276961,26
Edge,SVN,28,Pruning,0.321940565,68
Cloud,Git,10,None,0.363140883,40
Edge,Mercurial,38,None,0.492658374,88
Edge,SVN,99,Quantization,0.3343586,20
Edge,Mercurial,66,None,0.114250698,31
Edge,Mercurial,98,Quantization,0.009179483,96
Edge,Mercurial,8,Pruning,0.402269873,57
Edge,SVN,84,None,0.029302378,26
Cloud,Git,5,Pruning,0.504964717,95
Edge,SVN,26,None,0.759336193,71
Edge,Git,31,None,0.459425269,29
Cloud,Git,83,None,0.327849998,94
Edge,Git,23,None,0.51748654,25
Cloud,SVN,21,Distillation,0.647577715,81
Edge,Git,80,Distillation,0.984141538,93
Edge,Git,31,Distillation,0.499627638,97
Edge,Mercurial,23,Distillation,0.796052058,65
Edge,SVN,40,Pruning,0.071778474,35
Edge,Mercurial,15,Quantization,0.540741788,72
Edge,Mercurial,5,None,0.115762274,7
Cloud,Git,60,Distillation,0.976532999,31
Edge,Mercurial,52,None,0.485967265,86
Edge,Mercurial,66,None,0.424932894,22
Edge,Mercurial,78,Distillation,0.025079782,29
Cloud,Git,69,Quantization,0.43913581,69
Edge,Mercurial,54,Pruning,0.182786287,26
Edge,Git,41,Quantization,0.090065854,57
Cloud,Mercurial,54,Pruning,0.431358166,9
Edge,Mercurial,1,Pruning,0.365682773,38
Edge,Git,84,Quantization,0.043267815,29
Edge,Git,52,Quantization,0.300522861,90
Edge,Git,4,Pruning,0.151669352,34
